Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M,pred_assists_per90,pred_clean_sheets_per90,pred_goals_against_per90,pred_goals_per90,pred_minutes,pred_tackles_won_per90
4375,D,Ds;E,Terzic,Frosinone,4,4,0,4,4,0,8,8,0.05094055086374283,,,0.028842004016041756,1138.62451171875,0.5759326219558716
7563,D,Dd;Ds;E,Favasuli,Napoli,4,4,0,4,5,-1,11,13,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
256,D,Ds;Dc,Juan Jesus,Venezia,4,4,0,5,5,0,10,12,0.023199867457151413,,,0.024660710245370865,1141.5869140625,0.6970711350440979
6047,D,Dd;E,Ehizibue,Genoa,4,4,0,4,4,0,10,10,0.04068870469927788,,,0.04133124649524689,1282.0379638671875,0.8000665903091431
5498,D,Dc,Casale,Bologna,3,3,0,3,3,0,5,5,0.007063765544444323,,,0.02962818369269371,1142.8978271484375,0.7612597942352295
7326,D,Dd;Dc,Helland,Bologna,3,2,1,3,2,1,12,12,0.014856384135782719,,,0.021896738559007645,1072.1474609375,0.3690849542617798
7125,D,Ds;E,Idrissi R.,Cagliari,3,3,0,3,3,0,3,3,0.10152344405651093,,,0.1268874555826187,1024.22119140625,0.693152904510498
4378,D,Ds;Dc,Ranieri L.,Fiorentina,3,3,0,3,3,0,10,12,0.023391637951135635,,,0.03743460774421692,1469.9227294921875,0.7072513103485107
7175,D,Dd;E,Joao Mario,Fiorentina,3,3,0,3,3,0,12,12,0.08874135464429855,,,0.1438489854335785,1399.568603515625,0.6098594665527344
7540,D,Dc,Akpoguma,Frosinone,3,3,0,3,3,0,6,6,0.031054941937327385,,,0.024175919592380524,1163.916015625,0.7566725015640259
5273,D,Ds;E,Estupinan,Milan,3,3,0,3,3,0,13,13,0.06101135164499283,,,0.042359609156847,1168.474609375,0.8219730257987976
6659,D,Dc,Lucchesi,Monza,3,4,-1,3,4,-1,11,11,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
7238,D,Dd;Dc,Kouadio,Monza,3,3,0,3,3,0,14,10,0.026672499254345894,,,0.026344100013375282,1097.84716796875,0.6313312649726868
4925,D,Ds;Dc,Carboni A.,Monza,3,3,0,4,4,0,9,11,0.029660329222679138,,,0.043114449828863144,1104.888671875,0.8172271251678467
7235,D,Dc,Troilo,Parma,3,3,0,3,3,0,14,14,0.019378192722797394,,,0.023031380027532578,1150.7078857421875,0.46074604988098145
7255,D,Dd;Ds;E,Britschgi,Parma,3,3,0,4,4,0,10,12,0.019862975925207138,,,0.0216306634247303,1213.755126953125,0.22565442323684692
6985,D,Ds;Dc,Candè,Sassuolo,3,3,0,3,3,0,7,8,0.03492983430624008,,,0.03303435072302818,1096.4849853515625,0.6924775242805481
6925,D,Dc,Palma,Udinese,3,2,1,3,2,1,11,11,0.008256983011960983,,,0.0186429712921381,1072.1474609375,0.3584168255329132
5994,D,Ds;Dc,Ebosse,Udinese,3,2,1,3,2,1,5,5,0.017283841967582703,,,0.030301691964268684,1120.53564453125,0.5399574637413025
7538,D,Dc,Halhal,Venezia,3,4,-1,3,4,-1,10,10,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
6892,D,Dc,Schingtienne,Venezia,3,3,0,3,3,0,10,10,0.024617396295070648,,,0.028370384126901627,1288.53369140625,0.42895272374153137
6673,D,Ds;Dc,Sverko,Venezia,3,3,0,3,3,0,7,7,0.03372004255652428,,,0.026508376002311707,1030.6160888671875,0.7848526239395142
7478,D,B;Ds;E,Franjic,Venezia,3,2,1,3,2,1,7,7,0.0539374053478241,,,0.04639376327395439,1135.8092041015625,0.5445160269737244
7154,D,Dc,Odenthal,Sassuolo,3,1,2,3,1,2,8,8,0.017872236669063568,,,0.026046022772789,1186.262939453125,0.24910956621170044
7605,D,Dd;E,Tchato,Frosinone,3,3,0,3,3,0,8,8,0.0298590287566185,,,0.03151674568653107,1168.8701171875,0.5840865969657898
6601,D,Dd;Dc,Kambwala,Como,3,3,0,4,4,0,8,9,0.01885986514389515,,,0.02228640392422676,1093.6588134765625,0.252221941947937
5742,D,Dd;Ds;E,Drameh,Genoa,3,3,0,4,4,0,10,12,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
7483,D,Ds;E,Alhassane,Bologna,2,2,0,2,2,0,6,6,0.027944594621658325,,,0.060509100556373596,1073.5526123046875,0.22916889190673828
6896,D,Dd;E,Van Der Brempt,Sassuolo,2,2,0,2,2,0,11,11,0.07766544818878174,,,0.03397101163864136,1147.807373046875,0.8152221441268921
6977,D,Dc,Otoa,Genoa,2,2,0,2,2,0,5,5,0.016426820307970047,,,0.021896738559007645,1109.284912109375,0.3641221821308136
7413,D,Ds;E,Puczka,Genoa,2,2,0,2,2,0,3,3,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
791,D,Dd;Ds;E,Sabelli,Genoa,2,2,0,2,2,0,5,5,0.025271639227867126,,,0.025855528190732002,1143.05126953125,0.5460930466651917
2263,D,Dd;E,Lazzari,Lazio,2,2,0,2,2,0,5,5,0.026074707508087158,,,0.03151674568653107,1160.677001953125,0.739975094795227
2728,D,Ds;E,Pellegrini Lu.,Lazio,2,2,0,2,2,0,7,7,0.07000181078910828,,,0.05578714236617088,1121.352783203125,0.8958176374435425
6883,D,Dc,Jean,Lecce,2,2,0,2,2,0,4,4,0.07788748294115067,,,0.08426649123430252,1131.98486328125,0.4597139358520508
7182,D,Ds;E,Ndaba,Lecce,2,1,1,2,1,1,5,5,0.01379834022372961,,,0.021896738559007645,1066.928466796875,0.2989749610424042
7525,D,Ds;Dc,Diawara S.,Milan,2,2,0,2,2,0,4,4,0.03403615951538086,,,0.0305526964366436,1125.2801513671875,0.9927418231964111
7476,D,Dd;E,Bakoune,Monza,2,1,1,2,1,1,4,4,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
6638,D,Dc,Marin R.,Napoli,2,2,0,2,2,0,8,8,0.08669840544462204,,,0.01706894300878048,1064.2962646484375,0.6321637034416199
7202,D,Dc,Ndiaye,Parma,2,1,1,2,1,1,8,8,0.06583915650844574,,,0.036955825984478,1041.2431640625,0.9304420948028564
252,D,B;Ds;E,Biraghi,Torino,2,2,0,2,2,0,5,6,0.0507965050637722,,,0.033325742930173874,1051.3984375,0.7419769763946533
6021,D,Dd;Dc,Abankwah,Udinese,2,1,1,2,1,1,10,12,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
6681,D,Dd;E,Sagrado,Venezia,2,2,0,2,2,0,4,4,0.02310444414615631,,,0.025170734152197838,1276.25341796875,0.41633281111717224
7548,D,Ds;E,Aurelio,Cagliari,2,2,0,2,2,0,5,5,0.044505003839731216,,,0.02445601113140583,1154.5103759765625,0.7114260792732239
6537,D,Dd;Dc,Goglichidze,Monza,2,2,0,3,3,0,5,7,0.015898238867521286,,,0.021896738559007645,1072.1474609375,0.3918706774711609
7573,D,Dd;E,Cinquegrano,Sassuolo,2,1,1,2,1,1,4,4,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
5812,D,B;Dd;Ds,Terracciano F.,Milan,2,2,0,3,3,0,4,7,0.018344279378652573,,,0.024792516604065895,1331.9141845703125,0.6836516857147217
7599,D,E,Lulli,Roma,2,1,1,2,1,1,10,10,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
7615,D,Dc,Drobnic,Parma,2,1,1,2,1,1,1,1,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
487,D,Dd;E,De Silvestri,Bologna,1,1,0,1,1,0,4,4,0.021609339863061905,,,0.04047023132443428,1088.2301025390625,0.5867081880569458
418,D,Dc,Goldaniga,Como,1,1,0,1,1,0,1,1,0.012899904511868954,,,0.027987373992800713,1186.95703125,0.6270052194595337
5424,D,Dc,Amey,Frosinone,1,1,0,1,1,0,1,1,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
294,D,Dc,Rugani,Juventus,1,1,0,1,1,0,3,3,0.02798759937286377,,,0.02559361234307289,1032.0643310546875,0.8743816018104553
6039,D,B;Ds;E,Cabal,Juventus,1,1,0,1,1,0,4,4,0.08754650503396988,,,0.07616182416677475,1070.17578125,0.8291047811508179
327,D,Dd;Dc,Patric,Lazio,1,1,0,1,1,0,1,1,0.004976917989552021,,,0.032621849328279495,1085.65380859375,0.7056361436843872
5399,D,Dc,Antov,Monza,1,1,0,1,1,0,2,2,0.015477298758924007,,,0.021896738559007645,1072.1474609375,0.37495267391204834
6809,D,Dc,Marianucci,Napoli,1,1,0,1,1,0,3,3,0.07449627667665482,,,0.025888338685035706,1092.321533203125,0.4572576582431793
5481,D,Dd;Ds;E,Mazzocchi,Venezia,1,1,0,1,1,0,10,12,0.0475531704723835,,,0.03485025838017464,1130.6376953125,0.6403351426124573
6149,D,Ds;E,Carboni F.,Parma,1,1,0,1,1,0,3,3,0.029660329222679138,,,0.043114449828863144,1104.888671875,0.8172271251678467
7260,D,Dc,Ziolkowski,Monza,1,1,0,1,1,0,8,8,0.014948716387152672,,,0.021896738559007645,1061.8714599609375,0.3832404613494873
7156,D,Ds;E,Pieragnolo,Sassuolo,1,1,0,1,1,0,1,1,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
7454,D,Ds;Dc,Gomes,Venezia,1,1,0,1,1,0,1,1,0.07298710942268372,,,0.07907742261886597,1080.645751953125,0.714809238910675
7553,D,Dc,Omar Fayed,Frosinone,1,1,0,1,1,0,1,1,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
7604,D,Ds;Dc,Maye,Monza,1,1,0,1,1,0,1,1,0.007835613563656807,,,0.01372873317450285,1072.1474609375,0.14714021980762482
6826,D,Dd;E,Dembelè A.,Lecce,1,1,0,1,1,0,2,2,0.10080081969499588,,,0.19350282847881317,1013.051025390625,0.47655200958251953
6875,C,T;A,Paz N.,Como,29,30,-1,27,28,-1,245,245,0.09077797830104828,,,0.14712466299533844,1435.7271728515625,
2194,C,M;C,Calhanoglu,Inter,28,27,1,29,28,1,243,273,0.1144549772143364,,,0.14629356563091278,1178.3214111328125,
4777,C,C;T,McTominay,Napoli,27,28,-1,27,28,-1,220,220,0.07498160749673843,,,0.19222430884838104,1393.9268798828125,
2167,C,W;A,Orsolini,Bologna,25,26,-1,24,25,-1,177,177,0.08573974668979645,,,0.25377750396728516,1262.0352783203125,
2423,C,T;A,Pulisic,Milan,24,25,-1,22,23,-1,150,150,0.10879667848348618,,,0.23767279088497162,1242.078125,
2379,C,C;T,Rabiot,Milan,23,22,1,23,22,1,145,145,0.08400062471628189,,,0.07499124109745026,1153.9537353515625,
7126,C,T,Baturina,Como,20,19,1,19,18,1,105,104,0.06712210178375244,,,0.11913596093654633,1135.0902099609375,
7556,C,T,Mora,Roma,20,19,1,19,18,1,100,100,0.06934657692909241,,,0.188770592212677,1211.8214111328125,
5559,C,C;T,Da Cunha,Como,18,18,0,18,18,0,87,87,0.08226221054792404,,,0.105003222823143,1377.189453125,
1870,C,C,Barella,Inter,18,17,1,18,17,1,81,81,0.09262292087078094,,,0.05905026197433472,1402.29931640625,
2766,C,T;A,Zaniolo,Udinese,18,18,0,17,17,0,80,80,0.07815620303153992,,,0.24552945792675018,1148.5125732421875,
4973,C,C;T,McKennie,Juventus,17,17,0,17,17,0,70,70,0.07281619310379028,,,0.07706885784864426,1361.6719970703125,
2517,C,T,De Bruyne,Napoli,17,15,2,16,14,2,108,108,0.15383461117744446,,,0.19920700788497925,1007.1189575195312,
632,C,W;A,Zaccagni,Lazio,16,16,0,15,15,0,87,84,0.09412644803524017,,,0.11476568877696991,1388.3861083984375,
6908,C,C;T,Atta,Fiorentina,15,17,-2,15,17,-2,78,78,0.08109331876039505,,,0.09211975336074829,1244.196044921875,
5119,C,C;T,Samardzic,Atalanta,13,12,1,13,12,1,44,44,0.08534029126167297,,,0.12705105543136597,1075.0244140625,
6884,C,W;A,Conceicao,Juventus,13,12,1,12,11,1,68,68,0.09417803585529327,,,0.12516629695892334,1284.8155517578125,
7314,C,C;T,Taylor K.,Lazio,13,13,0,13,13,0,53,53,0.07482629269361496,,,0.04543481022119522,1184.66845703125,
5687,C,T,Vlasic,Torino,13,14,-1,12,13,-1,73,73,0.09066352248191833,,,0.0850083976984024,1345.55322265625,
5792,C,M;C,Ederson D.S.,Atalanta,12,12,0,13,13,0,46,51,0.07763230055570602,,,0.05912018567323685,1581.5657958984375,
5800,C,T;A,Gudmundsson A.,Lazio,12,13,-1,11,12,-1,40,40,0.0684254989027977,,,0.05181126669049263,1370.5889892578125,
152,C,C,Zielinski,Inter,12,10,2,12,10,2,45,45,0.10401029884815216,,,0.06063834950327873,1174.576171875,
2606,C,M;C,Modric,Milan,12,12,0,13,13,0,45,50,0.09575937688350677,,,0.060040492564439774,1208.71484375,
6684,C,C;T,Ekkelenkamp,Udinese,12,10,2,12,10,2,57,57,0.09912227839231491,,,0.09454599767923355,1292.3231201171875,
5172,C,C,Jones C.,Inter,12,12,0,12,12,0,47,47,0.08314862847328186,,,0.11055997014045715,1063.1923828125,
4179,C,W;A,Gonzalez N.,Juventus,12,11,1,11,10,1,45,45,0.0195086058229208,,,0.01849921979010105,1097.789794921875,
1850,C,C,Kessiè,Atalanta,12,12,0,12,12,0,47,47,0.06110933795571327,,,0.0682438462972641,1165.6324462890625,
7625,C,W;T,Goncalves P.,Fiorentina,12,12,0,12,12,0,50,50,0.041908491402864456,,,0.05252227932214737,1124.9718017578125,
7129,C,W;A,Rodriguez Je.,Como,11,12,-1,10,11,-1,31,31,0.08966059237718582,,,0.12264706939458847,1091.8951416015625,
5823,C,T,Baldanzi,Genoa,11,11,0,10,10,0,28,25,0.08676525950431824,,,0.11926733702421188,1031.95703125,
7436,C,W;T,Alajbegovic,Juventus,11,12,-1,11,12,-1,42,42,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
4892,C,E;W,Saelemaekers,Milan,11,10,1,12,11,1,35,35,0.08824943006038666,,,0.11663518100976944,1265.7740478515625,
7078,C,W;T,Mastantuono,Fiorentina,11,12,-1,11,12,-1,50,50,0.03611455485224724,,,0.07918771356344223,1097.8831787109375,
6372,C,E;W,Moreira,Milan,11,12,-1,11,12,-1,45,45,0.10878681391477585,,,0.10461372137069702,1180.8575439453125,
184,C,W;T,Bernardeschi,Bologna,10,9,1,10,9,1,27,27,0.08660820126533508,,,0.19633500277996063,1162.781005859375,
6844,C,W;T,Rowe,Atalanta,10,11,-1,10,11,-1,40,42,0.053167447447776794,,,0.10774509608745575,1013.94580078125,
6151,C,M;C,Perrone,Como,10,10,0,11,11,0,34,39,0.051289696246385574,,,0.03747192397713661,1347.119140625,
2848,C,C;T,Frattesi,Lazio,10,7,3,10,7,3,75,75,0.064801886677742,,,0.19342739880084991,1002.5825805664062,
4220,C,C,Zambo Anguissa,Napoli,10,11,-1,10,11,-1,41,41,0.08383612334728241,,,0.09624546766281128,1277.961181640625,
7223,C,W;T,Vergara,Napoli,10,8,2,10,8,2,35,35,0.04982709512114525,,,0.04403558000922203,1109.284912109375,
5589,C,M;C,Konè M.,Roma,10,10,0,11,11,0,42,45,0.0425352118909359,,,0.047316133975982666,1412.506591796875,
5844,C,C;T,Thorstvedt,Sassuolo,10,10,0,10,10,0,39,39,0.08367683738470078,,,0.1041201651096344,1367.0081787109375,
6274,C,E;C,Diouf,Inter,9,8,1,10,9,1,43,45,0.030207497999072075,,,0.07629628479480743,1229.9659423828125,
7070,C,C,Sucic P.,Inter,9,8,1,9,8,1,21,21,0.06183134764432907,,,0.07261215150356293,1135.93701171875,
827,C,M;C,Locatelli,Juventus,9,8,1,10,9,1,33,38,0.04875796660780907,,,0.04587696120142937,1522.8189697265625,
5562,C,C,Thuram K.,Juventus,9,10,-1,9,10,-1,25,25,0.12735913693904877,,,0.2196764051914215,1316.3525390625,
5500,C,W;A,Cancellieri,Lazio,9,9,0,8,8,0,25,25,0.08253320306539536,,,0.11745164543390274,1126.4417724609375,
6398,C,W;A,Isaksen,Lazio,9,9,0,8,8,0,22,22,0.06950737535953522,,,0.1583538055419922,1227.908203125,
5878,C,T,Colpani,Monza,9,8,1,8,7,1,15,13,0.06247280538082123,,,0.16530753672122955,1249.055419921875,
536,C,W,Politano,Napoli,9,10,-1,8,9,-1,37,37,0.09712059795856476,,,0.14900995790958405,1373.0146484375,
779,C,M;C,Cristante,Roma,9,8,1,10,9,1,29,32,0.045552510768175125,,,0.056302689015865326,1448.38525390625,
5735,C,W;T,Volpato,Sassuolo,9,7,2,9,7,2,25,25,0.09566929191350937,,,0.12241940945386887,1053.3582763671875,
5888,C,C;T,Casadei,Torino,9,10,-1,9,10,-1,27,27,0.06140075996518135,,,0.10640938580036163,1168.562744140625,
530,C,C;T,Pellegrini Lo.,Roma,9,10,-1,9,10,-1,20,20,0.07000181078910828,,,0.05578714236617088,1121.352783203125,
2077,C,C;T,Pasalic,Atalanta,8,9,-1,8,9,-1,22,22,0.09157945960760117,,,0.0869487076997757,1144.1583251953125,
2765,C,T,Odgaard,Bologna,8,8,0,7,7,0,17,15,0.09274280816316605,,,0.17367176711559296,1097.4713134765625,
4436,C,W;A,Cambiaghi,Bologna,8,8,0,7,7,0,25,25,0.10168693214654922,,,0.09218446910381317,1129.7833251953125,
1933,C,C,Mandragora,Torino,8,9,-1,8,9,-1,23,23,0.09419918060302734,,,0.12777340412139893,1246.6116943359375,
7472,C,M;C,Calò,Frosinone,8,7,1,9,8,1,27,32,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
4856,C,E;W,Chukwueze,Milan,8,6,2,7,5,2,22,20,0.09497848153114319,,,0.1486988663673401,1023.5964965820312,
4287,C,M;C,Lobotka,Napoli,8,7,1,9,8,1,23,28,0.02458862215280533,,,0.027534933760762215,1482.31640625,
6717,C,C,Konè I.,Sassuolo,8,9,-1,8,9,-1,20,20,0.0425352118909359,,,0.047316133975982666,1412.506591796875,
7551,C,W;T,Schmid,Frosinone,8,8,0,8,8,0,25,25,0.0959719568490982,,,0.10120730102062225,1414.9354248046875,
7618,C,W;A,Hutchinson,Milan,8,8,0,7,7,0,25,22,0.08189353346824646,,,0.08728957176208496,1303.0738525390625,
6833,C,W;A,Mbangula,Bologna,8,8,0,8,8,0,28,28,0.05357486382126808,,,0.06925984472036362,1115.1024169921875,
4364,C,M;C,Gaetano,Atalanta,7,7,0,8,8,0,30,35,0.1038321927189827,,,0.08439215272665024,1089.4573974609375,
5422,C,W,Zalewski,Atalanta,7,6,1,6,5,1,18,15,0.05753953009843826,,,0.054597221314907074,1225.4998779296875,
5858,C,M;C,Ferguson,Bologna,7,7,0,8,8,0,23,27,0.0995793268084526,,,0.1669284999370575,1057.0679931640625,
4870,C,M;C,Adopo,Cagliari,7,6,1,8,7,1,13,16,0.03943980857729912,,,0.03551603853702545,1419.2738037109375,
7311,C,M;C,Romano,Cagliari,7,5,2,8,6,2,21,26,0.05287819355726242,,,0.04401982203125954,1042.7540283203125,
4465,C,M;C,Fagioli,Fiorentina,7,8,-1,8,9,-1,20,25,0.08885904401540756,,,0.048183027654886246,1244.4693603515625,
6294,C,C,Ndour,Fiorentina,7,8,-1,7,8,-1,22,22,0.09111412614583969,,,0.057432305067777634,1139.0911865234375,
5791,C,M;C,Frendrup,Genoa,7,7,0,8,8,0,19,24,0.03743501380085945,,,0.037334609776735306,1516.005126953125,
5685,C,C;T,Koopmeiners,Juventus,7,5,2,7,5,2,15,15,0.07287394255399704,,,0.060880839824676514,1282.227783203125,
4459,C,M;C,Rovella,Lazio,7,6,1,8,7,1,16,19,0.0522410050034523,,,0.03558530658483505,1276.257568359375,
5504,C,M;C,Coulibaly L.,Lecce,7,6,1,8,7,1,17,22,0.01718873158097267,,,0.02341345138847828,1100.9306640625,
6593,C,C,Akinsanmiro,Monza,7,6,1,7,6,1,11,11,0.020231135189533234,,,0.022568270564079285,1135.6336669921875,
6666,C,C,Bernabè,Parma,7,7,0,7,7,0,34,34,0.04998437315225601,,,0.053910646587610245,1308.197021484375,
6190,C,C,Pisilli,Roma,7,5,2,7,5,2,19,19,0.06170804053544998,,,0.06200345978140831,1113.269287109375,
6680,C,M;C,Karlstrom,Udinese,7,6,1,8,7,1,20,23,0.02495432272553444,,,0.02883196994662285,1534.01806640625,
6783,C,T,Unai Gomez,Udinese,7,7,0,6,6,0,16,14,0.07667753100395203,,,0.12913447618484497,1057.2283935546875,
5946,C,M;C,Sow,Genoa,7,7,0,8,8,0,15,20,0.09670305997133255,,,0.04072054475545883,1315.0721435546875,
4479,C,W;T,Elmas,Atalanta,7,7,0,7,7,0,22,22,0.04332439601421356,,,0.04063480347394943,1152.5496826171875,
7619,C,W;A,Monteiro J.,Lecce,7,7,0,6,6,0,23,23,0.12036555260419846,,,0.1196490079164505,1202.7130126953125,
5680,C,M;C,Sarr P.,Juventus,7,7,0,8,8,0,25,27,0.0344453901052475,,,0.04441869631409645,1265.7467041015625,
795,C,W,El Shaarawy,Genoa,7,7,0,6,6,0,25,23,0.10850738734006882,,,0.14352118968963623,980.4528198242188,
5298,C,M;C,Pobega,Bologna,6,6,0,7,7,0,12,15,0.08084994554519653,,,0.1027202159166336,1124.281494140625,
4260,C,M;C,Winks,Cagliari,6,6,0,7,7,0,15,20,0.0279533714056015,,,0.031683389097452164,1181.1673583984375,
6010,C,C;T,Fazzini,Cagliari,6,7,-1,7,8,-1,23,23,0.05593013018369675,,,0.0719020739197731,1057.6533203125,
7412,C,M;C,Milla,Como,6,5,1,6,5,1,30,35,0.08415549993515015,,,0.14404679834842682,1323.15087890625,
5036,C,C;T,Caqueret,Como,6,6,0,6,6,0,17,17,0.08589426428079605,,,0.04892368242144585,1192.3707275390625,
6678,C,T,Liberali,Como,6,6,0,5,5,0,21,20,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
7464,C,M;C,Oulai,Fiorentina,6,6,0,7,7,0,18,23,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
5998,C,W,Zerbin,Frosinone,6,5,1,5,4,1,12,10,0.060932282358407974,,,0.030810927972197533,1181.014892578125,
6020,C,E;C,Ellertsson,Genoa,6,6,0,7,7,0,16,19,0.03565296158194542,,,0.03675639256834984,1436.2283935546875,
5761,C,W,Zhegrova,Juventus,6,6,0,5,5,0,17,17,0.08691927045583725,,,0.2587940990924835,1016.6685180664062,
6549,C,W,Pierotti,Lecce,6,6,0,5,5,0,19,17,0.043263863772153854,,,0.04542624205350876,1307.156494140625,
2741,C,M;C,Pessina,Monza,6,7,-1,7,8,-1,15,20,0.0227595716714859,,,0.021518077701330185,1144.8350830078125,
4349,C,M;C,Nicolussi Caviglia,Parma,6,6,0,6,7,-1,16,21,0.08506297320127487,,,0.06465227901935577,1055.51708984375,
2528,C,M;C,Matic,Sassuolo,6,5,1,6,6,0,15,17,0.03383307531476021,,,0.02550245262682438,1318.9471435546875,
6677,C,C;T,Adzic,Sassuolo,6,5,1,6,5,1,16,16,0.10579255223274231,,,0.16571621596813202,1014.444580078125,
7036,C,C;T,Bakola,Sassuolo,6,5,1,6,5,1,14,14,0.08757995069026947,,,0.09885493665933609,1080.3004150390625,
7060,C,E;W,Cacciamani,Torino,6,5,1,7,6,1,24,24,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
6218,C,W;T,Oristanio,Torino,6,7,-1,6,7,-1,12,14,0.07817579805850983,,,0.07870230823755264,1186.96044921875,
7198,C,M;C,Piotrowski,Udinese,6,5,1,7,6,1,15,17,0.04849306493997574,,,0.05180040001869202,1177.6259765625,
5674,C,M;C,Basic,Venezia,6,6,0,7,7,0,19,20,0.08308202028274536,,,0.08797518163919449,1168.980224609375,
7146,C,E;M,Tourè I.,Monza,6,6,0,7,8,-1,14,17,0.03262465074658394,,,0.07065162062644958,1019.2332153320312,
7624,C,C,Braganca,Torino,6,6,0,6,6,0,20,20,0.0694660022854805,,,0.10726063698530197,1147.0137939453125,
7528,C,M;C,Amondarain,Bologna,5,5,0,6,6,0,10,13,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
6640,C,W,Felici,Cagliari,5,5,0,4,4,0,7,7,0.09608591347932816,,,0.10905218869447708,1084.290283203125,
7409,C,W;T,Meichtry,Genoa,5,5,0,5,5,0,11,13,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
5301,C,E;W,Luis Henrique,Inter,5,4,1,6,5,1,12,14,0.06512347608804703,,,0.06142570078372955,1284.3951416015625,
6629,C,C;T,Dele-Bashiru,Lazio,5,5,0,5,5,0,13,13,0.05299483612179756,,,0.09205839782953262,1079.232177734375,
7203,C,M;C,Jashari,Milan,5,4,1,5,4,1,13,13,0.02398986741900444,,,0.023609455674886703,1066.928466796875,
6898,C,M;C,Keita M.,Parma,5,5,0,6,6,0,15,17,0.04561425372958183,,,0.03219366446137428,1416.572265625,
7535,C,M;C,Fitz-Jim,Torino,5,4,1,6,5,1,18,23,0.06047600135207176,,,0.08059603720903397,1143.4464111328125,
6170,C,M;C,Gineitis,Torino,5,5,0,6,6,0,12,15,0.04534657672047615,,,0.0652490109205246,1218.5057373046875,
5507,C,M;C,Busio,Venezia,5,5,0,6,6,0,14,17,0.062476202845573425,,,0.09016567468643188,1255.7784423828125,
5319,C,C,Sohm,Venezia,5,5,0,5,5,0,11,11,0.028422020375728607,,,0.037691909819841385,1108.828369140625,
6994,C,C;T,Perez K.,Venezia,5,5,0,5,5,0,15,15,0.0414639450609684,,,0.04225800186395645,1056.2164306640625,
6618,C,W;T,Cissè A.,Milan,5,3,2,5,3,2,24,24,0.060520656406879425,,,0.07751693576574326,1121.66943359375,
22,C,M;C,De Roon,Roma,4,4,0,4,5,-1,10,13,0.04267938807606697,,,0.03945617377758026,1405.7799072265625,
6054,C,M;C,Moro N.,Bologna,4,4,0,4,4,0,14,17,0.0632835105061531,,,0.05867272615432739,1064.25,
6895,C,W;A,Dominguez B.,Sassuolo,4,3,1,3,2,1,12,12,0.06749016791582108,,,0.05145450308918953,1021.5587158203125,
7127,C,W;A,Addai,Como,4,5,-1,4,4,0,10,8,0.04687230661511421,,,0.12107934802770615,1071.073486328125,
6206,C,C;T,Fabbian,Parma,4,4,0,4,4,0,8,8,0.06808155030012131,,,0.08774491399526596,1013.6455688476562,
7473,C,M;C,Cichella,Frosinone,4,4,0,4,4,0,12,15,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
6506,C,W,Fini ,Frosinone,4,3,1,3,2,1,13,13,0.007835613563656807,,,0.01372873317450285,1072.1474609375,
7341,C,M;C,Amorim,Genoa,4,4,0,5,5,0,11,13,0.014856384135782719,,,0.021896738559007645,1072.1474609375,
4970,C,W;T,Messias,Genoa,4,3,1,4,3,1,8,8,0.017388097941875458,,,0.021896738559007645,1089.0595703125,
2857,C,W;T,Traorè Hj.,Genoa,4,5,-1,4,5,-1,11,11,0.05209437385201454,,,0.05726585537195206,1104.432861328125,
2529,C,C,Mkhitaryan,Inter,4,5,-1,4,5,-1,9,9,0.09019407629966736,,,0.08685874938964844,1193.445556640625,
4911,C,C,Douglas Luiz,Juventus,4,4,0,4,4,0,15,15,0.06188905984163284,,,0.0601934939622879,1068.3289794921875,
333,C,M;C,Cataldi,Lazio,4,4,0,4,5,-1,12,15,0.04331190511584282,,,0.039273541420698166,1295.029296875,
7322,C,M;C,Ngom,Lecce,4,4,0,5,5,0,12,15,0.016426820307970047,,,0.021896738559007645,1109.284912109375,
6015,C,C;T,Berisha M.,Lecce,4,5,-1,4,5,-1,12,12,0.0994032770395279,,,0.14293226599693298,1059.7142333984375,
7318,C,C;T,Gandelman,Lecce,4,5,-1,4,5,-1,10,10,0.052853912115097046,,,0.10793855041265488,1128.240478515625,
