Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M,pred_assists_per90,pred_clean_sheets_per90,pred_goals_against_per90,pred_goals_per90,pred_minutes,pred_tackles_won_per90
5707,P,Por,Piana,Udinese,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
6671,P,Por,Grandi,Venezia,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
7531,P,Por,Pozzi,Venezia,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
7545,P,Por,Vismara,Atalanta,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
2127,P,Por,Satalino,Sassuolo,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
7557,P,Por,Penev,Lecce,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
7560,P,Por,Pisseri,Frosinone,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
3,P,Por,Radunovic,Cagliari,1,1,0,1,1,0,1,1,,0.03939661756157875,0.5291864275932312,,1086.6351318359375,
4957,P,Por,Montipò,Venezia,1,1,0,1,1,0,1,1,,0.10386151075363159,0.5135165452957153,,1283.1099853515625,
4468,P,Por,Bleve,Lecce,1,1,0,1,1,0,1,1,,0.006709142122417688,0.07787832617759705,,1072.1474609375,
254,D,E;W,Dimarco,Inter,32,32,0,30,30,0,265,265,,,,,1383.356201171875,0.6269448399543762
4998,D,E,Molina N.,Roma,18,18,0,18,18,0,87,87,,,,,1157.5499267578125,0.8502523899078369
7181,D,E,Wesley,Roma,17,17,0,16,16,0,83,80,,,,,1287.3572998046875,0.7212023735046387
4159,D,Dc,Akanji,Inter,16,16,0,16,16,0,55,55,,,,,1360.3480224609375,0.7388995885848999
2788,D,Dc,Bremer,Juventus,15,15,0,15,15,0,50,50,,,,,1371.4193115234375,0.7472589015960693
2296,D,Dc,Mancini,Roma,15,15,0,15,15,0,49,49,,,,,1515.505615234375,0.7389686107635498
2120,D,Dc,Bastoni,Inter,14,14,0,14,14,0,44,44,,,,,1417.7249755859375,0.7139283418655396
5022,D,Dc,Pavlovic,Milan,14,14,0,14,14,0,48,48,,,,,1263.8502197265625,0.7059091925621033
4409,D,Dc,Rrahmani,Napoli,14,14,0,14,14,0,47,47,,,,,1308.4381103515625,0.6118513941764832
4976,D,Dd;Dc,Kalulu,Juventus,13,13,0,14,14,0,46,48,,,,,1419.7957763671875,0.6759368777275085
4317,D,Dc,N'Dicka,Roma,13,13,0,13,13,0,44,44,,,,,1380.81689453125,0.8281039595603943
6956,D,Dc,Solet,Udinese,13,13,0,13,13,0,46,46,,,,,1313.19921875,0.4653923511505127
2514,D,Dc,Stones,Inter,12,12,0,12,12,0,38,38,,,,,1076.8756103515625,0.5516703128814697
5833,D,Dc,Gila,Milan,12,12,0,12,12,0,31,31,,,,,1470.427001953125,0.5525209307670593
2816,D,Dd;E,Di Lorenzo,Napoli,12,12,0,12,12,0,40,40,,,,,1456.28662109375,0.590377151966095
5982,D,E,Spence,Inter,12,12,0,11,11,0,41,39,,,,,1257.6395263671875,0.5461647510528564
5750,D,Dc,Ostigard,Genoa,11,11,0,11,11,0,40,40,,,,,1405.8929443359375,0.52189701795578
6217,D,Dc,Bisseck,Inter,11,11,0,11,11,0,33,33,,,,,1082.3858642578125,0.5248950123786926
5526,D,Dc,Scalvini,Atalanta,10,10,0,10,10,0,28,28,,,,,1234.1885986328125,0.9706711173057556
6869,D,Dc,Ramon,Como,10,10,0,10,10,0,32,32,,,,,1341.3094482421875,0.6759161353111267
5885,D,Dd;E,Dodò,Fiorentina,10,10,0,10,10,0,30,30,,,,,1516.9417724609375,0.7702683210372925
4807,D,Dc,Hermoso,Roma,10,10,0,10,10,0,26,26,,,,,1431.4931640625,0.8422046899795532
5514,D,Ds;Dc,Vasquez,Genoa,9,9,0,10,10,0,33,35,,,,,1507.22900390625,0.7024734616279602
5520,D,Dd;Ds;E,Cambiaso,Juventus,9,9,0,10,10,0,27,30,,,,,1376.287841796875,0.7915071845054626
5641,D,Dd;Dc,Chalobah T.,Como,9,9,0,10,10,0,26,28,,,,,1415.502197265625,0.5886989235877991
6046,D,Dc,Hien,Atalanta,8,8,0,8,8,0,16,16,,,,,1288.82470703125,0.6161840558052063
554,D,Dd;E,Zappacosta,Atalanta,8,8,0,8,8,0,24,24,,,,,1264.41552734375,0.7522628903388977
6042,D,Dc,Lucumì,Juventus,8,8,0,8,8,0,18,18,,,,,1438.6644287109375,0.727279543876648
4734,D,Ds;E,Miranda J.,Bologna,8,8,0,8,8,0,24,24,,,,,1363.9744873046875,0.9608545899391174
4210,D,Dc,Mina,Cagliari,8,8,0,8,8,0,20,20,,,,,1568.2081298828125,0.7424242496490479
5365,D,Dc,Dragusin,Fiorentina,8,8,0,8,8,0,27,27,,,,,1085.7100830078125,0.6077589988708496
6531,D,Dd;Ds;E,Jimenez A.,Fiorentina,8,8,0,9,9,0,23,25,,,,,1004.5293579101562,0.7374445199966431
6814,D,Dd;E,Norton-Cuffy,Genoa,8,8,0,8,8,0,22,22,,,,,1288.41650390625,0.3954688012599945
4657,D,B;Dd;E,Celik,Juventus,8,8,0,9,9,0,13,15,,,,,1308.73095703125,0.7517520785331726
6496,D,Ds;E,Bartesaghi,Milan,8,8,0,8,8,0,25,25,,,,,1276.25341796875,0.38190144300460815
1852,D,Ds;E,Spinazzola,Napoli,8,8,0,8,8,0,24,24,,,,,1166.0692138671875,0.4942929446697235
6664,D,B;Dd;E,Delprato,Parma,8,8,0,8,8,0,21,24,,,,,1290.958740234375,0.41386136412620544
5862,D,Ds;E,Valeri,Parma,8,8,0,8,8,0,24,24,,,,,1380.629150390625,0.7601824998855591
7529,D,Dc,Koulierakis,Roma,8,8,0,8,8,0,20,20,,,,,1383.86083984375,0.4575481712818146
4994,D,Dd;E,Vojvoda,Udinese,8,8,0,8,8,0,19,19,,,,,1161.162109375,0.8118870854377747
6727,D,Dd;E,Couto,Como,8,8,0,8,8,0,27,27,,,,,1083.11669921875,1.0323421955108643
5701,D,B;Ds;E,Obert,Cagliari,7,7,0,7,7,0,14,16,,,,,1326.4407958984375,0.6158893704414368
7414,D,Ds;E,Kaiki,Como,7,7,0,7,7,0,23,23,,,,,1072.1474609375,0.14714021980762482
5877,D,B;Ds;E,Carlos Augusto,Inter,7,7,0,8,8,0,27,30,,,,,1111.0875244140625,0.6404784321784973
6320,D,Dc,Doekhi,Lazio,7,7,0,7,7,0,22,22,,,,,1479.7152099609375,0.7752900123596191
460,D,Dc,Romagnoli,Lazio,7,7,0,7,7,0,24,24,,,,,1460.92724609375,0.7379364371299744
6989,D,Dc,Tiago Gabriel,Lecce,7,7,0,7,7,0,17,17,,,,,1354.602294921875,0.456344872713089
4401,D,Dc,Gabbia,Milan,7,7,0,7,7,0,25,25,,,,,1323.8876953125,0.7172750234603882
4751,D,Dc,Tomori,Milan,7,7,0,7,7,0,11,11,,,,,1324.4053955078125,0.7338131070137024
2724,D,Dc,Buongiorno,Napoli,7,7,0,7,7,0,15,15,,,,,1363.9608154296875,0.8016334772109985
6672,D,Dc,Idzes,Sassuolo,7,7,0,7,7,0,19,19,,,,,1493.8126220703125,0.602414608001709
6642,D,Dc,Coco,Torino,7,7,0,7,7,0,18,18,,,,,1377.125732421875,0.8222750425338745
5010,D,Dc,Ismajli,Torino,7,7,0,7,7,0,18,18,,,,,1335.2318115234375,0.7580130100250244
6485,D,Dd;Dc,Kristensen T.,Atalanta,7,7,0,8,8,0,20,22,,,,,1363.1220703125,0.7354273200035095
6916,D,B;Ds;E,Ahanor,Atalanta,6,6,0,7,7,0,16,18,,,,,1112.458740234375,0.3981117904186249
4887,D,Dd;E,Bellanova,Atalanta,6,6,0,6,6,0,15,15,,,,,1234.71728515625,0.8364660143852234
7219,D,Ds;E,Bernasconi,Atalanta,6,6,0,6,6,0,17,17,,,,,1143.588134765625,0.42047280073165894
7212,D,Ds;Dc,Heggem,Bologna,6,6,0,7,7,0,15,17,,,,,1215.2484130859375,0.3301852345466614
4433,D,Dd;E,Zortea,Bologna,6,6,0,6,6,0,19,19,,,,,1272.8790283203125,0.7630173563957214
6867,D,Ds;E,Valle,Como,6,6,0,6,6,0,18,18,,,,,1156.61376953125,0.6538238525390625
7294,D,Ds;Dc,Valdepenas,Fiorentina,6,6,0,7,7,0,18,20,,,,,1072.1474609375,0.14714021980762482
7410,D,Ds;Dc,Viery,Fiorentina,6,6,0,7,7,0,19,21,,,,,1072.1474609375,0.14714021980762482
4952,D,Dc,Monterisi,Frosinone,6,6,0,6,6,0,14,14,,,,,1135.6336669921875,0.4289045035839081
6660,D,Dc,Marcandalli,Genoa,6,6,0,6,6,0,13,13,,,,,1282.834716796875,0.3877760171890259
4177,D,Dd;Dc,Pavard,Inter,6,6,0,7,7,0,18,20,,,,,1142.8427734375,0.8351294994354248
5620,D,Ds;E,Tavares N.,Lazio,6,6,0,6,6,0,17,17,,,,,1113.3756103515625,0.716484010219574
2188,D,Dd;Ds;E,Marusic,Lazio,6,6,0,6,6,0,20,23,,,,,1359.502685546875,0.7361007928848267
4502,D,Ds;E,Gallo,Lecce,6,6,0,6,6,0,13,13,,,,,1466.7801513671875,0.7709455490112305
7485,D,Ds;E,Mangas,Monza,6,6,0,6,6,0,15,15,,,,,1118.470458984375,0.6883454918861389
6202,D,Dc,Beukema,Napoli,6,6,0,6,6,0,13,13,,,,,1333.761962890625,0.6392330527305603
6495,D,Dc,Comuzzo,Torino,6,6,0,6,6,0,11,11,,,,,1213.162109375,0.46332037448883057
5555,D,Ds;E,Kamara H.,Udinese,6,6,0,6,6,0,12,12,,,,,1040.2188720703125,0.5155839920043945
7253,D,Dc,Bella-Kotchap,Venezia,6,6,0,6,6,0,13,13,,,,,1156.2205810546875,0.4770725667476654
7329,D,Ds;E,Obrador,Sassuolo,6,6,0,6,6,0,15,15,,,,,1112.458740234375,0.480019748210907
2640,D,Ds;Dc,Kolasinac,Atalanta,5,5,0,6,6,0,12,14,,,,,1155.3712158203125,0.6376631855964661
7068,D,Dc,Vitik,Bologna,5,5,0,5,5,0,11,11,,,,,1112.458740234375,0.34044086933135986
5678,D,Dd;E,Holm,Bologna,5,5,0,5,5,0,13,13,,,,,1082.6336669921875,0.8079359531402588
7532,D,Dc,Kofler,Cagliari,5,5,0,5,5,0,11,11,,,,,1072.1474609375,0.14714021980762482
7274,D,Dd;Dc,Zè Pedro,Cagliari,5,5,0,6,6,0,11,13,,,,,1146.732177734375,0.36889564990997314
6893,D,Dc,Kempf,Como,5,5,0,5,5,0,13,13,,,,,1457.2423095703125,0.7633602619171143
5449,D,Ds;E,Parisi,Fiorentina,5,5,0,5,5,0,12,12,,,,,1195.4676513671875,0.840240478515625
7469,D,Ds;Dc,Bracaglia,Frosinone,5,5,0,5,5,0,11,13,,,,,1072.1474609375,0.14714021980762482
6238,D,Dd;E,Oyono A.,Frosinone,5,5,0,5,5,0,12,12,,,,,1112.458740234375,0.3864718973636627
2593,D,Ds;E,Martin,Genoa,5,5,0,5,5,0,15,15,,,,,1247.945556640625,0.6816061735153198
6766,D,Ds;Dc,Kelly L.,Juventus,5,5,0,6,6,0,10,12,,,,,1306.76708984375,0.595606803894043
4817,D,Ds;E,Pedraza,Lazio,5,5,0,5,5,0,15,15,,,,,1142.7760009765625,0.925978422164917
6632,D,Dc,Gaspar K.,Lecce,5,5,0,5,5,0,12,12,,,,,1305.4742431640625,0.9777126908302307
6990,D,Dd;E,Veiga D.,Lecce,5,5,0,5,5,0,11,11,,,,,1418.385009765625,0.8191656470298767
5840,D,B;Ds;E,Olivera,Napoli,5,5,0,6,6,0,13,15,,,,,1156.8114013671875,0.766487181186676
6986,D,B;Dd;E,Rensch,Roma,5,5,0,6,6,0,16,18,,,,,1170.92041015625,0.7475705146789551
6426,D,Dd;E,Pedersen,Torino,5,5,0,5,5,0,13,13,,,,,1119.8094482421875,0.6016432642936707
6890,D,Dc,Moreno M.,Venezia,5,5,0,5,5,0,11,11,,,,,1056.031005859375,0.5726866722106934
5695,D,Ds;E,Haps,Venezia,5,5,0,5,5,0,11,11,,,,,1051.5364990234375,0.801874577999115
4461,D,B;Dd;E,Zappa,Cagliari,4,4,0,4,4,0,9,11,,,,,1316.913818359375,0.744587242603302
7014,D,Dd;E,Smolcic I.,Como,4,4,0,4,4,0,10,10,,,,,1171.069580078125,0.5315266847610474
5603,D,Dc,Pongracic,Fiorentina,4,4,0,4,4,0,8,8,,,,,1356.985595703125,0.8173004984855652
7467,D,Dc,Calvani,Frosinone,4,4,0,4,4,0,10,10,,,,,1072.1474609375,0.14714021980762482
7537,D,Ds;E,Mitaj,Genoa,4,4,0,4,4,0,9,9,,,,,1072.1474609375,0.14714021980762482
5831,D,Dc,Gatti,Juventus,4,4,0,4,4,0,10,10,,,,,1183.8494873046875,0.6696217060089111
7240,D,Dc,Siebert,Lecce,4,4,0,4,4,0,12,12,,,,,1143.588134765625,0.46305087208747864
2115,D,Dc,Delli Carri,Monza,4,4,0,4,4,0,11,11,,,,,1072.1474609375,0.36226099729537964
6659,D,Dc,Lucchesi,Monza,4,4,0,4,4,0,12,12,,,,,1072.1474609375,0.14714021980762482
5838,D,Dd;Ds;E,Birindelli,Monza,4,4,0,5,5,0,12,14,,,,,1156.6292724609375,0.5930512547492981
5307,D,Dc,Valenti,Parma,4,4,0,4,4,0,10,10,,,,,1291.5174560546875,0.4554719626903534
6631,D,Dc,Ghilardi,Roma,4,4,0,4,4,0,10,10,,,,,1163.345458984375,0.4392964839935303
4374,D,Dd;Dc,Walukiewicz,Sassuolo,4,4,0,4,4,0,10,12,,,,,1348.575439453125,0.8217689394950867
5851,D,Ds;E,Doig,Sassuolo,4,4,0,4,4,0,10,10,,,,,1237.1243896484375,0.6528688073158264
7526,D,Dc,Comert,Torino,4,4,0,4,4,0,10,10,,,,,1184.7435302734375,0.7044776082038879
4263,D,Dc,Kabasele,Udinese,4,4,0,4,4,0,9,9,,,,,1238.8037109375,0.5234060883522034
5820,D,Dd;Ds;Dc,Bertola,Udinese,4,4,0,6,6,0,10,14,,,,,1149.4056396484375,0.38668593764305115
5527,D,Dd;E,Zanoli,Udinese,4,4,0,4,4,0,10,10,,,,,1144.8531494140625,0.5701932907104492
7312,D,Ds;E,Arizala,Udinese,4,4,0,4,4,0,8,8,,,,,1072.1474609375,0.305129736661911
7538,D,Dc,Halhal,Venezia,4,4,0,4,4,0,10,10,,,,,1072.1474609375,0.14714021980762482
4845,D,Dd;E,Correia T.,Venezia,4,4,0,4,4,0,12,12,,,,,1281.05224609375,0.8124771118164062
4375,D,Ds;E,Terzic,Frosinone,4,4,0,4,4,0,11,11,,,,,1138.62451171875,0.5759326219558716
7563,D,Dd;Ds;E,Favasuli,Napoli,4,4,0,5,5,0,11,13,,,,,1072.1474609375,0.14714021980762482
5578,D,Dd;Dc,Kossounou,Atalanta,3,3,0,3,3,0,7,8,,,,,1160.5631103515625,0.7444185614585876
5498,D,Dc,Casale,Bologna,3,3,0,3,3,0,6,6,,,,,1142.8978271484375,0.7612597942352295
7268,D,Ds;Dc,Rodriguez Ju.,Cagliari,3,3,0,4,4,0,10,12,,,,,1071.618408203125,0.7765400409698486
7125,D,Ds;E,Idrissi R.,Cagliari,3,3,0,3,3,0,7,7,,,,,1024.22119140625,0.693152904510498
4378,D,Ds;Dc,Ranieri L.,Fiorentina,3,3,0,3,3,0,7,7,,,,,1469.9227294921875,0.7072513103485107
7175,D,Dd;E,Joao Mario,Fiorentina,3,3,0,3,3,0,7,7,,,,,1399.568603515625,0.6098594665527344
7540,D,Dc,Akpoguma,Frosinone,3,3,0,3,3,0,7,7,,,,,1163.916015625,0.7566725015640259
5757,D,Dc,Cittadini,Frosinone,3,3,0,3,3,0,8,8,,,,,1072.1474609375,0.14714021980762482
7012,D,Dc,Provstgaard,Lazio,3,3,0,3,3,0,10,10,,,,,1072.1474609375,0.14714021980762482
7131,D,Dd;E,Floriani Mussolini,Lazio,3,3,0,3,3,0,12,12,,,,,1072.1474609375,0.14714021980762482
5739,D,Dd;Dc,De Winter,Milan,3,3,0,4,4,0,12,14,,,,,1224.8388671875,0.6317563056945801
5273,D,Ds;E,Estupinan,Milan,3,3,0,3,3,0,9,9,,,,,1168.474609375,0.8219730257987976
7238,D,Dd;Dc,Kouadio,Monza,3,3,0,3,3,0,9,10,,,,,1097.84716796875,0.6313312649726868
4925,D,Ds;Dc,Carboni A.,Monza,3,3,0,4,4,0,9,11,,,,,1104.888671875,0.8172271251678467
7235,D,Dc,Troilo,Parma,3,3,0,3,3,0,8,8,,,,,1150.7078857421875,0.46074604988098145
7255,D,Dd;Ds;E,Britschgi,Parma,3,3,0,4,4,0,10,12,,,,,1213.755126953125,0.22565442323684692
6985,D,Ds;Dc,Candè,Sassuolo,3,3,0,3,3,0,12,14,,,,,1096.4849853515625,0.6924775242805481
6892,D,Dc,Schingtienne,Venezia,3,3,0,3,3,0,7,7,,,,,1288.53369140625,0.42895272374153137
6673,D,Ds;Dc,Sverko,Venezia,3,3,0,3,3,0,7,7,,,,,1030.6160888671875,0.7848526239395142
6821,D,Dd;E,Hainaut,Venezia,3,3,0,3,3,0,7,7,,,,,1115.1024169921875,0.45278048515319824
7326,D,Dd;Dc,Helland,Bologna,2,2,0,2,2,0,5,5,,,,,1072.1474609375,0.3690849542617798
7483,D,Ds;E,Alhassane,Bologna,2,2,0,2,2,0,6,6,,,,,1073.5526123046875,0.22916889190673828
6896,D,Dd;E,Van Der Brempt,Como,2,2,0,2,2,0,5,5,,,,,1147.807373046875,0.8152221441268921
6977,D,Dc,Otoa,Genoa,2,2,0,2,2,0,5,5,,,,,1109.284912109375,0.3641221821308136
7413,D,Ds;E,Puczka,Genoa,2,2,0,2,2,0,7,7,,,,,1072.1474609375,0.14714021980762482
791,D,Dd;Ds;E,Sabelli,Genoa,2,2,0,2,2,0,5,5,,,,,1143.05126953125,0.5460930466651917
2263,D,Dd;E,Lazzari,Lazio,2,2,0,2,2,0,8,8,,,,,1160.677001953125,0.739975094795227
2728,D,Ds;E,Pellegrini Lu.,Lazio,2,2,0,2,2,0,5,5,,,,,1121.352783203125,0.8958176374435425
6883,D,Dc,Jean,Lecce,2,2,0,2,2,0,4,4,,,,,1206.4888916015625,0.6237380504608154
7525,D,Ds;Dc,Diawara S.,Milan,2,2,0,2,2,0,4,4,,,,,1125.2801513671875,0.9927418231964111
6638,D,Dc,Marin R.,Napoli,2,2,0,2,2,0,6,6,,,,,1064.2962646484375,0.6321637034416199
252,D,B;Ds;E,Biraghi,Torino,2,2,0,2,2,0,5,6,,,,,1051.3984375,0.7419769763946533
6925,D,Dc,Palma,Udinese,2,2,0,2,2,0,5,5,,,,,1072.1474609375,0.3584168255329132
5994,D,Ds;Dc,Ebosse,Udinese,2,2,0,2,2,0,4,4,,,,,1120.53564453125,0.5399574637413025
7478,D,B;Ds;E,Franjic,Venezia,2,2,0,2,2,0,4,4,,,,,1135.8092041015625,0.5445160269737244
6681,D,Dd;E,Sagrado,Venezia,2,2,0,2,2,0,4,4,,,,,1276.25341796875,0.41633281111717224
7548,D,Ds;E,Aurelio,Cagliari,2,2,0,2,2,0,5,5,,,,,1154.5103759765625,0.7114260792732239
487,D,Dd;E,De Silvestri,Bologna,1,1,0,1,1,0,4,4,,,,,1088.2301025390625,0.5867081880569458
418,D,Dc,Goldaniga,Como,1,1,0,1,1,0,1,1,,,,,1186.95703125,0.6270052194595337
5424,D,Dc,Amey,Frosinone,1,1,0,1,1,0,1,1,,,,,1072.1474609375,0.14714021980762482
7468,D,Dc,Gelli J.,Frosinone,1,1,0,1,1,0,1,1,,,,,1135.6336669921875,0.36207130551338196
7470,D,Dd;E,Oyono J.,Frosinone,1,1,0,1,1,0,3,3,,,,,1112.458740234375,0.3864718973636627
7471,D,Ds;E,Corrado,Frosinone,1,1,0,1,1,0,3,3,,,,,1072.1474609375,0.14714021980762482
6244,D,Ds;Dc,Matturro,Genoa,1,1,0,1,1,0,2,2,,,,,1127.9505615234375,0.48837679624557495
294,D,Dc,Rugani,Juventus,1,1,0,1,1,0,3,3,,,,,1032.0643310546875,0.8743816018104553
6039,D,B;Ds;E,Cabal,Juventus,1,1,0,1,1,0,4,4,,,,,1070.17578125,0.8291047811508179
327,D,Dd;Dc,Patric,Lazio,1,1,0,1,1,0,4,4,,,,,1085.65380859375,0.7056361436843872
7182,D,Ds;E,Ndaba,Lecce,1,1,0,1,1,0,4,4,,,,,1066.928466796875,0.2989749610424042
