Id,R,Nome,Squadra,Qt.A,Qt.I,Diff.,FVM,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,xAG,npxG,npxG+xAG,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,PrgP,KP,PPA,PrgC,PrgR,SCA,SCA90,GCA,GCA90,Tkl,Int,Blocks,Tkl+Int,Clr,Err,Touches,Carries,Mis,Dis,CrdY,CrdR,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,PlayerScore,Score
511,P,perilli,Verona,1,1,0,1,simone perilli,it ITA,GK,Hellas Verona,29.0,1995.0,2,2,180,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,13,49,26.5,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,56,22,0,0,0,0,2.0,2.0,180.0,2.0,2.0,1.0,11.0,9.0,81.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3,1.0,0.51,1.8250037273298758,7.467935222672066
761,P,audero,Cremonese,6,5,1,13,emil audero,id IDN,GK,Como,27.0,1997.0,8,8,720,8.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,209,253,82.6,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,4,1,269,177,0,0,0,0,8.0,8.0,720.0,8.0,18.0,2.25,34.0,16.0,58.8,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,12.4,0.27,-5.6,-0.7,1.982648504544821,5.767125506072874
5320,P,paleari,Torino,1,1,0,1,alberto paleari,it ITA,GK,Torino,31.0,1992.0,1,1,90,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,28,32,87.5,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,2,0,37,23,0,0,0,0,1.0,1.0,90.0,1.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2,0.32,-0.8,-0.77,2.526460417227693,5.557813765182186
1926,P,di gennaro,Inter,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
1930,P,pinsoglio,Juventus,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
3,P,radunovic,Cagliari,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
6417,P,furlanetto,Lazio,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
2401,P,fruchtl,Lecce,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
6523,P,samooja,Lecce,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
6813,P,torriani,Milan,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
2809,P,vigorito,Como,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
2297,P,rossi,Atalanta,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
2861,P,semper,Pisa,4,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
2845,P,contini,Napoli,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
6662,P,corvi,Parma,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
5338,P,rinaldi,Parma,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
7261,P,cavlina,Como,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
7236,P,toniolo,Verona,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
158,P,lezzerini,Fiorentina,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
7185,P,nunziante,Udinese,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
6210,P,popa,Torino,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
2127,P,satalino,Sassuolo,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
7169,P,zelezny,Roma,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7435024943953463,1.153846153846154
7179,P,israel,Torino,8,9,-1,33,israel dominguez,es ESP,FW,Sevilla,21.0,2003.0,1,0,18,0.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,2,2,100.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,2,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5116,P,martinez,Inter,2,2,0,3,arnau martinez,es ESP,"DF,MF",Girona,21.0,2003.0,32,30,2624,29.2,2,2,4,2,0,0,1.2,2.2,1.2,3.5,19,6,31.6,0.65,0.21,1603,1855,86.4,162,18,14,41,102,56,1.92,6,0.21,51,31,35,82,76,2,2108,1183,25,14,3,0,,,,,,,,,,,,,,,,,,,,,,,
7172,P,pessina,Bologna,1,1,0,1,matteo pessina,it ITA,MF,Monza,27.0,1997.0,11,10,854,9.5,0,0,0,0,0,0,0.2,0.1,0.2,0.3,3,0,0.0,0.32,0.0,424,490,86.5,28,4,4,8,20,9,0.95,1,0.11,15,12,3,27,7,0,559,333,9,13,2,0,,,,,,,,,,,,,,,,,,,,,,,
4929,P,ciocci,Cagliari,1,1,0,1,giuseppe ciocci,it ITA,GK,Cagliari,22.0,2002.0,1,0,9,0.1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,1,1,100.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,
6505,P,nava,Cremonese,1,1,0,1,pau navarro,es ESP,DF,Villarreal,19.0,2005.0,17,8,916,10.2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.1,0.0,517,577,89.6,40,1,1,3,7,6,0.59,1,0.1,23,4,2,27,41,0,668,322,4,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
6184,P,martinelli,Fiorentina,1,1,0,1,gabriel martinelli,br BRA,"FW,MF",Arsenal,23.0,2001.0,33,25,2290,25.4,8,4,12,8,0,0,7.4,5.0,7.4,12.4,55,24,43.6,2.16,0.94,499,699,71.4,52,40,37,124,289,74,2.91,7,0.27,23,5,37,28,19,0,994,670,50,38,1,0,,,,,,,,,,,,,,,,,,,,,,,
219,P,sommariva,Genoa,1,1,0,1,daniele sommariva,it ITA,GK,Genoa,27.0,1997.0,1,0,28,0.3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,,0.0,0.0,5,15,33.3,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,18,6,0,0,0,0,1.0,0.0,28.0,0.3,1.0,3.21,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.9,0.3,-0.1,-0.36,,
2815,P,terracciano,Milan,1,1,0,1,filippo terracciano,it ITA,"DF,MF",Milan,21.0,2003.0,13,6,539,6.0,0,0,0,0,0,0,0.2,0.1,0.2,0.3,3,1,33.3,0.5,0.17,226,257,87.9,14,2,1,5,9,4,0.67,0,0.0,9,6,2,15,11,0,303,162,1,5,3,0,,,,,,,,,,,,,,,,,,,,,,,
2271,P,nicolas,Pisa,1,1,0,1,nicolas cozza,fr FRA,"DF,MF",Nantes,25.0,1999.0,27,23,2051,22.8,1,0,1,1,0,0,1.4,1.4,1.4,2.8,17,6,35.3,0.75,0.26,608,782,77.7,64,7,10,25,56,20,0.88,2,0.09,59,25,21,84,69,0,1044,400,30,6,3,1,,,,,,,,,,,,,,,,,,,,,,,
2211,P,silvestri,Cremonese,1,1,0,1,lorenzo de silvestri,it ITA,DF,Bologna,36.0,1988.0,18,13,1060,11.8,1,0,1,1,0,0,0.8,0.3,0.8,1.1,9,4,44.4,0.76,0.34,446,564,79.1,46,5,6,4,30,14,1.19,2,0.17,11,10,9,21,32,0,657,313,7,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
